id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
5867,3,1,2,109,3,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,22,18,61,0,0,0,0.0,0.0769230769,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
169,4,1,3,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31,17,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2589,5,2,3,50,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,15,28,0,0,1,0,0.8181818182,0.1538461538,1,1,0,0,0,0.0909090909,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,1
5906,3,1,3,70,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,31,32,0,0,0,0,0.1156069364,1.0,1,1,0,0,0,0.0115606936,0,0,0,0,0,1,0,0,1,0,-1,1,-1,1,0
9530,3,1,3,44,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,16,21,0,0,0,0,0.0051813472,0.0952380952,0,1,1,0,1,0.0207253886,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,0
6385,1,0,2,75,2,0,0,0,0,0,3,2,0,6,1,0,0,0,1,0,18,26,23,0,0,0,0.2556053812,0.7704918033,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,-1,1,0
7825,3,2,6,64,0,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,18,39,0,0,0,0,0.0143149284,0.0446428571,0,1,0,0,0,0.0102249489,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
9780,3,1,2,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,15,0,0,0,0,0.3333333333,0.3043478261,0,0,0,0,0,0.0877192982,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0
4630,2,0,2,47,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,22,18,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8561,2,1,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,1,0,0,0,0,0.0,0.25,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
9292,2,1,3,55,3,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,17,31,0,0,0,0,0.1446540881,1.0,1,1,0,0,0,0.0566037736,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,0
6875,6,0,3,175,1,0,0,0,6,7,3,2,0,27,1,1,0,0,1,0,10,21,136,0,1,0,0.1666666667,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
6522,1,0,4,218,23,0,0,0,0,3,1,0,0,26,1,1,0,0,1,0,13,90,107,0,0,0,0.1616766467,0.988372093,1,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,1,0
8980,1,0,3,55,3,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,6,42,0,0,0,0,0.2748091603,0.9523809524,1,1,0,1,0,0.0,0,0,0,0,1,1,0,0,1,0,-1,0,-1,1,0
6648,2,0,1,68,0,0,0,0,2,0,2,1,0,0,1,1,0,0,0,0,11,10,39,0,0,0,0.0080428954,0.2,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
9826,4,1,2,54,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,14,17,15,0,0,0,0.1014492754,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
211,1,0,3,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,10,0,0,0,0,1.0,0.1052631579,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
5279,1,0,4,63,3,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,26,30,0,0,1,0,0.0853658537,0.7105263158,0,1,0,1,0,0.0203252033,0,0,0,0,0,1,0,0,1,0,-1,0,0,1,0
1920,2,1,2,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
719,3,0,3,63,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,19,37,0,0,0,1,0.9428571429,0.9666666667,1,1,1,0,1,0.0571428571,1,0,0,0,0,1,0,0,1,0,-1,-1,-1,-1,1
4869,9,0,3,90,0,0,0,0,0,3,0,0,0,6,1,1,0,0,1,0,11,72,0,0,3,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
7835,3,1,2,197,1,0,0,0,2,0,7,6,0,4,1,0,0,0,0,0,18,13,158,0,0,0,0.2173913043,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
1299,2,1,5,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,25,0,0,0,0,0.9769585253,1.0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,0,-1,-1,1
9194,3,1,3,54,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,30,0,0,0,0,0.2857142857,0.8181818182,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,0,-1,0,0,1,0
4618,2,0,2,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,24,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3129,2,1,5,93,1,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,29,57,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,-1,-1,1,1,-1,1
9796,2,1,4,59,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,14,38,0,0,0,0,0.0403225806,0.8571428571,0,1,0,0,0,0.0241935484,0,0,0,0,0,1,0,0,1,0,-1,1,0,1,0
3980,3,1,4,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,35,0,0,0,0,0.0,0.0740740741,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
9925,2,1,4,58,0,0,0,0,0,0,1,0,0,6,1,1,0,0,1,0,19,24,7,0,0,0,0.021978022,0.9,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,0
8318,2,0,1,54,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,31,0,0,0,0,0.0,0.0540540541,0,0,0,0,0,0.0892857143,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
4394,3,1,2,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,24,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
1288,2,0,1,39,1,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,18,14,0,0,1,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
4356,6,3,6,84,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,32,45,0,0,0,0,0.0,0.8,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,-1,-1,0,0,-1,1,1
7014,3,1,1,74,0,0,0,0,0,0,3,2,0,8,1,0,0,0,0,0,27,15,24,0,0,0,0.0612244898,0.1860465116,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
3886,2,0,2,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,23,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5750,2,0,2,71,0,0,0,0,1,0,2,1,0,9,1,0,0,0,1,0,10,26,27,0,0,0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,0
9170,4,1,2,50,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,18,14,10,0,0,0,0.0185873606,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2408,4,0,4,62,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,14,41,0,0,0,1,0.7857142857,1.0,1,1,0,0,0,0.2142857143,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
2014,3,0,3,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,22,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5154,2,1,3,94,10,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,13,74,0,0,0,0,0.1339285714,1.0,1,1,1,0,1,0.0625,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1,0
8552,4,1,3,57,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,16,34,0,0,0,0,0.0344827586,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
4377,3,0,2,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,12,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1
8823,1,0,1,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,9,0,0,0,0,0.0862068966,0.3095238095,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
4274,3,0,4,60,1,1,0,0,1,0,0,0,0,3,1,0,0,0,1,0,24,29,0,0,0,0,1.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
5826,1,0,4,63,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,38,0,0,0,0,0.0618556701,0.5,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
6700,1,0,2,65,4,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,21,37,0,0,0,0,0.0740740741,0.6470588235,0,1,1,0,1,0.1296296296,0,0,0,0,0,1,0,0,1,0,-1,-1,0,1,0
7244,1,0,3,70,0,0,0,0,4,0,0,0,0,8,1,1,0,0,1,0,10,53,0,0,0,0,0.08125,0.2142857143,0,1,1,0,1,0.0125,0,0,0,0,1,1,0,0,1,0,1,-1,0,1,0
450,1,0,11,170,1,0,0,0,0,0,0,0,0,39,1,1,0,0,1,0,26,137,0,0,2,1,0.6470588235,0.9032258065,1,1,0,0,0,0.3529411765,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,1
2228,3,0,4,63,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,39,0,0,1,1,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
5757,2,0,1,66,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,15,10,33,0,0,0,0.0099009901,0.0857142857,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
811,3,1,5,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,44,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
4181,3,1,2,55,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,29,19,0,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
9001,2,0,3,38,1,1,0,0,0,0,0,0,0,6,1,1,0,0,1,0,9,22,0,0,0,0,0.1428571429,0.0873015873,0,0,0,0,0,0.0102040816,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
5439,2,1,14,123,0,0,0,0,0,0,0,0,0,13,1,1,0,0,1,0,21,95,0,0,0,0,0.2673267327,0.0471698113,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,1,1,0
7534,2,1,5,170,17,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,26,137,0,0,0,0,0.3956834532,0.9074074074,1,1,1,1,0,0.035971223,0,0,0,0,0,1,0,0,1,-1,-1,0,0,0,0
6370,1,0,2,72,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,57,0,0,0,0,0.2262773723,0.7692307692,1,0,0,0,0,0.0218978102,0,0,0,0,1,0,0,0,1,0,-1,1,0,1,0
8417,3,0,3,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,20,0,0,0,0,0.05,0.0703125,0,1,1,0,1,0.0125,0,0,0,0,0,1,0,0,1,1,1,-1,0,1,0
1478,5,1,4,72,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,36,0,0,0,1,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,1
1791,2,0,2,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,21,0,0,0,0,1.0,1.0,0,1,1,1,1,0.0,1,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1
2009,3,1,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,23,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
683,2,0,2,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,20,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
2817,3,1,1,48,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,12,0,0,0,0,0.72,0.1,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,1,1,1,0,1,-1,1
9432,2,1,2,52,2,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,15,30,0,0,0,0,0.0352112676,0.18,0,0,0,0,0,0.0633802817,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
3775,3,2,4,109,5,4,0,0,0,0,0,0,0,18,1,1,0,1,1,0,57,45,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,0,-1,1,1,1,-1,1
6496,1,0,5,70,6,0,0,0,0,0,0,0,0,12,1,1,0,0,1,0,10,53,0,0,0,0,0.4850299401,0.5189873418,0,1,0,0,0,0.0119760479,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
8879,2,0,3,52,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,15,30,0,0,0,0,0.3173652695,0.695035461,0,1,1,0,1,0.0119760479,0,0,0,1,0,1,0,0,1,1,-1,-1,0,0,0
7362,2,1,8,127,7,1,0,0,0,0,0,0,0,20,1,1,0,0,0,0,28,92,0,0,0,0,0.1346153846,0.4637681159,0,1,1,1,0,0.0865384615,0,0,0,0,1,1,0,1,1,-1,1,0,0,1,0
8367,2,1,3,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,19,0,0,0,0,0.0482758621,0.4285714286,0,1,0,0,0,0.0068965517,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,0
7475,1,0,3,95,9,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,13,75,0,0,0,0,0.4166666667,0.4430379747,0,1,1,0,1,0.0454545455,0,0,0,0,0,1,0,1,1,-1,-1,-1,0,0,0
47,4,1,3,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,32,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
31,2,1,3,80,0,0,0,0,0,0,0,0,0,17,1,1,0,0,1,0,32,41,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
8251,1,0,5,85,6,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,24,54,0,0,0,0,0.1073170732,1.0,1,1,1,1,0,0.0341463415,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,0
6936,4,1,3,62,1,0,0,0,2,0,0,0,0,6,1,1,0,0,1,0,17,38,0,0,0,0,0.1454545455,0.4090909091,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
1469,2,0,5,48,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12,29,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,0,1,-1,1
1666,1,0,6,57,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,17,33,0,0,0,0,0.0666666667,0.0769230769,0,1,1,0,0,0.8666666667,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
1417,2,1,9,91,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,13,71,0,0,0,0,1.0,0.0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
6481,3,2,5,146,15,0,0,0,0,0,0,0,0,8,1,1,0,1,1,0,30,109,0,0,0,0,0.1868852459,0.7848101266,0,1,0,1,0,0.1770491803,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0
4853,2,0,2,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,13,0,0,0,0,0.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,1,1
2471,3,1,2,35,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,15,0,0,0,0,1.0,0.1428571429,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
4374,5,0,2,100,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,17,32,43,0,1,0,1.0,0.1333333333,1,1,0,1,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,0,0,-1,1
8525,1,0,3,29,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,9,13,0,0,0,0,0.0606060606,0.4230769231,0,1,0,0,0,0.0606060606,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0
430,1,0,3,34,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,10,17,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5245,2,1,5,89,1,0,0,0,0,0,1,0,0,7,1,1,0,0,0,0,22,48,11,0,0,0,0.0644067797,0.3076923077,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
2120,3,1,4,65,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,43,0,0,1,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
386,2,0,4,57,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,15,35,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
1946,2,0,4,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,29,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
4225,3,0,4,66,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,35,24,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1,1
474,3,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,17,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
2130,2,0,5,190,0,0,0,0,2,0,5,2,0,71,1,1,0,0,0,0,15,57,110,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
6557,2,0,3,92,6,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,17,68,0,0,0,0,0.0496183206,0.3392857143,0,1,1,0,1,0.0229007634,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1,0
6999,3,1,3,73,0,0,0,0,0,0,2,1,0,8,1,0,0,0,1,0,18,23,24,0,0,0,0.0698924731,0.0487804878,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1056,1,0,6,88,0,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,22,59,0,0,0,0,0.0,0.1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
3275,3,1,7,104,2,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,15,82,0,0,1,0,0.9111111111,0.6666666667,0,1,0,0,0,0.0888888889,1,0,0,0,0,0,0,0,1,-1,-1,1,0,-1,1
4962,2,1,3,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,9,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
5364,2,1,6,129,9,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,13,109,0,0,0,0,0.1724137931,0.1818181818,0,1,0,1,0,0.0517241379,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,0
5817,2,1,6,136,11,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20,109,0,0,0,0,0.0410447761,0.2631578947,0,1,0,0,0,0.0037313433,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
812,1,0,4,79,1,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,13,59,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
4574,2,0,3,50,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,31,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
6138,3,1,2,94,8,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,25,62,0,0,0,0,0.1370967742,0.4166666667,0,0,0,0,0,0.0967741935,0,0,0,0,1,1,0,0,1,-1,1,1,0,1,0
2389,2,0,7,225,1,1,0,0,1,0,3,2,0,31,1,1,0,0,1,0,26,55,136,0,2,0,0.0,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
9649,2,1,3,57,3,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,12,38,0,0,0,0,0.0454545455,0.5555555556,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
6226,1,0,6,94,9,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,18,69,0,0,0,0,0.033557047,0.1034482759,0,1,0,0,0,0.0268456376,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
112,1,0,2,52,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,9,36,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
8910,1,0,3,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,19,0,0,0,0,0.0985915493,0.32,0,1,0,0,0,0.0845070423,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
1746,1,0,6,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,30,0,0,0,0,0.0,0.0,0,1,0,1,0,1.0,0,0,0,0,0,0,0,0,1,1,1,0,1,-1,1
7852,2,0,2,75,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,16,52,0,0,0,0,0.0975609756,0.7027027027,0,1,1,0,1,0.0,0,0,0,0,0,1,0,0,1,0,0,-1,0,1,0
